1987706881,264,272
4132308325,109,154
2730101987,413,131
2715816569,21,275
918296652,415,394
2729712842,57,397
1374560525,64,234
784737634,138,225
784738732,49,183
2225582691,424,257
802435926,424,297
2001745490,116,325
2225583541,966,374
2727777869,651,260
916341373,54,381
877152163,74,286
2743516283,182,196
2018053500,464,319
1809386813,56,253
1826249066,840,332
1184390635,157,232
1815765398,110,140
2529060618,1292,268
2228907152,4,240
1827696555,441,253
841774042,215,156
1482455391,35,172
2715975277,539,349
841515718,41,380
3891693503,286,195
266650187,16,208
1832555219,318,124
2729274969,255,245
1834774257,100,298
921617699,1041,226
1573036894,1032,363
921085808,591,352
1826495653,629,325
2001907846,923,185
316376899,43,120
2823076516,46,399
1740291799,37,331
2754265765,271,288
1832175209,11,282
3583953701,484,132
2914308142,575,346
2928616290,1310,155
723739701,33,195
1834016106,7,264
1834017304,343,211
2222712499,239,212
1826549190,43,395
2009133790,1717,126
1577003373,28,219
1821179222,1058,245
1299907381,93,325
4210624722,512,181
2018053316,331,216
537989181,925,255
2995327961,586,220
1549872808,618,127
2225541323,310,150
3689200521,38,329
3834061879,21,263
1577003280,140,365
906440049,809,297
4198322258,619,108
4227676573,320,172
1040924551,704,186
2225030455,124,166
2225031732,8,172
853664388,65,335
939086558,211,103
1817401036,1103,218
4140251620,792,330
1826185349,792,358
1801020792,223,354
915368515,314,270
2729274944,124,396
853665849,1005,340
1013675408,71,392
1834187228,836,109
2225307116,950,139
2225570278,111,219
355435911,1453,313
836339959,403,369
414357416,783,257
847745522,309,315
1827509734,42,324
1630116365,295,104
1997250298,183,208
910664785,86,245
1759581802,1130,112
2225581421,1043,321
615101102,67,201
2295045713,260,234
1815764686,1140,166
2225031873,166,147
1824638447,138,142
922109205,854,157
923128375,708,164
3739080327,30,252
837540865,62,367
1833034042,534,229
2222712080,196,323
1835395391,1159,313
2702568913,1395,333
2222715649,188,252
1741420521,625,219
