1987706881,387,289
1759991309,165,343
1806567960,271,282
1760038737,781,249
906761276,9,305
2715818241,221,242
2225581943,161,190
802824297,626,372
2729714605,71,248
4140312437,160,342
4208470860,295,140
2736533249,605,204
1825321816,311,251
2006201798,26,259
2001746092,271,244
1997683694,470,204
1815764985,256,311
2823308108,182,318
1826495614,1515,372
2823310238,250,365
910451348,154,102
855134991,236,334
1834637048,164,243
1765194161,267,101
1832541681,570,110
787112208,974,350
2743516493,1234,186
4130369047,772,225
1826143470,167,325
1827696718,666,322
1825321935,104,325
1832104438,206,225
4231822629,53,298
786858136,36,193
3891692604,91,400
2228521150,728,151
921616977,797,154
1826909614,102,265
2729274924,828,382
291542967,267,114
278163264,108,297
4223311820,30,195
1573036903,81,213
850044624,127,182
574533809,112,107
427807403,248,330
1826452216,163,375
448444198,72,319
1041939121,533,325
1832591277,14,154
1271972179,72,112
1759991298,522,353
1832306612,134,303
921619487,145,381
4215328833,188,312
267810968,177,326
2215999790,1286,303
4212043279,433,304
824500005,86,346
4221362892,531,339
1576434703,187,268
1950805269,226,240
1411061033,10,369
3747280158,328,169
2006383252,873,212
2225405507,617,194
3003450184,622,202
4221372462,520,118
1773341622,42,151
2225540777,1212,185
2061627135,60,211
2225411272,68,138
2729809061,424,206
1997478592,272,293
4140644666,529,400
1826038389,516,154
1826039208,205,218
810494410,892,355
906856342,183,192
2225571964,48,318
1997355066,344,284
1740344694,839,107
1007239509,41,287
2225030710,357,141
4071049809,187,309
2823307459,210,315
1397445010,311,158
1759990999,417,139
1826969607,93,139
4214919014,554,246
1826185383,199,138
2736219311,391,392
1835886782,73,318
308899031,713,113
2729275220,663,387
2225566229,8,370
802911662,3,129
2215999821,350,397
298336105,74,147
2225569756,449,273
2225570672,979,272
852330031,267,205
2225572121,159,129
920882462,123,181
923635932,669,210
1759805724,163,125
1572444046,129,308
922983159,76,135
1997250332,154,164
1191281930,269,102
3862390207,321,157
3202984780,44,119
2225582040,97,345
2225582936,904,218
2008921602,1002,309
2727721253,253,279
923123358,389,213
2222716398,662,234
472500080,498,163
923126791,41,344
1826143489,475,176
3739080193,460,169
2018053474,35,274
2222710586,73,337
694018748,481,357
1813898756,69,346
2222713183,756,398
2222714148,13,116
1820848573,534,100
2228483451,1074,301
1834636384,250,338
