1987706881,379,163
2730100368,135,373
2738228923,12,134
1826185301,307,293
2729712381,2430,218
2715820134,273,273
784737632,570,273
2229152360,63,262
1835675553,137,277
1825322181,163,323
2001746088,21,201
2738287461,726,226
2823307891,473,348
2734573687,835,168
4215033352,761,283
855134973,166,260
1826248759,337,220
1832541511,280,308
1815765395,1042,381
2273666743,663,169
1834773899,1114,120
2737662021,134,343
851867533,434,395
427851197,130,301
1863303285,704,340
4219104284,735,176
3202387884,1898,337
2832503920,848,132
904042568,900,380
915578396,840,270
921084760,432,319
1834186720,241,349
1827712444,985,242
906539719,200,264
1807923513,621,221
2001780212,198,165
855294621,2221,227
3583952645,190,351
2136089120,161,174
943641141,30,108
1579125039,113,329
4218870883,12,274
2215999814,26,323
4138396000,546,197
1827074007,393,230
1804508325,1169,181
803928985,65,390
2225584052,386,129
2667645123,792,362
824511800,66,122
2667647297,84,306
4221244852,159,290
1997478425,377,171
1832591162,364,138
1863525413,193,165
1577003420,387,125
4140251998,765,229
1997682873,357,336
4140252433,758,372
1806525721,70,193
1014450716,279,373
2823376810,595,342
2737656874,2258,253
906713196,224,297
1834127326,195,283
2737661035,666,131
877226541,99,133
2729275046,1146,121
1832227612,487,399
2906748888,203,297
1834187848,114,137
2941878596,666,241
1834714484,956,310
2733476263,94,346
1740345177,581,361
4146172830,224,373
1572444317,675,153
2225411324,85,155
1007395887,196,160
1832495577,184,277
918138724,164,289
918139951,41,153
2225031514,475,159
851689310,46,146
1824638415,1024,362
923126702,6,205
2229130152,940,152
4676901004,698,117
914350003,971,175
1741421412,1107,296
1835395373,132,387
1950871208,386,200
1741419658,183,145
1741421255,95,232
