1987706881,882,174
1680212889,462,343
2730100580,43,126
2730101993,16,373
1804947504,260,120
906761277,63,400
2225556394,194,152
2715818756,240,146
2729713196,404,374
1374560528,521,110
2729714609,113,217
2736531160,96,324
2729716146,26,378
4216728778,336,221
1812344746,472,201
1825321820,111,213
2001745222,517,344
1951152026,432,274
2008955333,182,161
2225583307,296,157
2823307228,279,267
916341382,145,309
4231284206,597,374
2228891305,181,203
3003665512,405,293
3635171200,146,288
904024675,442,357
914642349,31,213
902584387,40,214
2743515608,659,257
1854299642,291,323
4228145272,365,397
910451486,321,177
1826143201,98,291
2667647458,169,262
1834773916,65,101
2737661941,338,221
841773699,18,234
851867123,17,400
1482455422,233,232
2715974959,340,190
3735977965,26,226
841515747,3,294
2435700252,30,288
1868728945,101,196
2225570491,136,168
1740686055,134,373
1834783746,800,134
2225307159,303,216
2832504942,107,312
2729712110,201,222
2745736966,121,140
2832507304,688,158
4201555178,17,131
4604340098,35,291
2000646587,293,241
1832175528,366,165
2001907876,10,297
906540031,451,212
1807923216,108,145
2823076544,280,385
308723081,287,214
1740685331,199,314
921617098,12,223
921617740,166,110
2823342026,66,357
1801112419,990,179
1286000388,1301,183
1040896446,327,150
1827066998,199,323
877057857,232,232
3003701973,11,285
1815662494,229,111
1741873364,134,111
2216000331,383,216
1397155981,448,172
3840470132,60,129
1827074040,240,287
2009133823,14,199
2663052976,59,239
2006383276,9,139
2008317848,267,222
4132255810,544,131
1811251433,135,282
4210624761,297,138
2667645900,381,319
1820482995,616,279
2667647073,184,111
4130542220,706,214
1997682582,715,185
1997477911,265,170
1997478485,214,184
1759583532,459,184
1834015412,360,318
1740599361,697,314
4211811785,192,171
1834714849,311,199
1832856588,677,273
2235510656,2,349
4231869596,73,185
4218632277,238,342
1808566760,553,131
317145054,423,253
416805717,108,304
2225030978,216,281
802638487,94,216
2743089101,229,182
2743089166,72,207
2962838309,69,194
1817400766,535,164
4229519399,285,346
1740345164,465,246
1826185103,129,236
2737660590,117,159
2737661366,37,274
1835886841,611,314
915369012,179,390
1740598889,658,239
1740599448,35,387
916288257,253,161
4146172839,20,151
1834186967,152,374
1549892457,87,319
1833008675,607,335
2225570022,259,296
457278355,198,359
2228979137,179,235
1577158669,219,115
1950714544,127,185
923635266,521,311
832672010,13,145
1740346209,431,185
2729809478,628,210
4220885237,354,221
4554464309,70,145
2823308597,205,286
1734406254,176,204
1997252186,677,208
921020790,305,174
2663623725,250,240
412332059,114,273
2229121777,192,349
1825289496,27,150
923121476,354,151
4231266535,1423,338
1950807341,52,276
280740591,127,330
1759888968,124,195
2222573996,86,109
2746469810,512,365
427807413,466,234
1007242813,612,306
1741805641,664,339
2905463905,129,280
853663782,460,170
694018789,130,153
1013469420,3,288
1835395199,132,154
1737218561,441,121
416804441,346,211
1820848639,615,331
4235195664,290,350
2714630326,192,246
3003667627,225,231
